CODIGO_CVM;DENOMINACAO_SOCIAL;DENOMINACAO_COMERCIAL;SETOR_ATIVIDADE;CNPJ;DATA_REGISTRO;DATA_CONSTITUICAO;DATA_CANCELAMENTO;MOTIVO_CANCELAMENTO;SITUACAO_REGISTRO
22349;AREZZO INDÚSTRIA E COMERCIO S/A;AREZZO INDÚSTRIA E COMERCIO S/A;TEXTIL E VESTUÁRIO;16590234000176;2011-01-31;1972-09-15;;;ATIVO
16888;ARGENTUM PARTICIPACOES SA;ARGENTUM;EMP. ADM. PARTICIPAÇÕES;2036220000109;1998-02-12;1997-07-04;2000-06-20;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
17566;ARGOLIS HOLDINGS S.A.;TECHOLD PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2605028000188;1998-07-20;1998-06-24;2008-06-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
18341;ARGOLIS PARTICIPAÇÕES S/A;ARGOLIS PARTICIPAÇÕES S/A;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2992440000106;1999-06-21;1998-11-21;2008-04-18;ELISÃO POR INCORPORAÇÃO;CANCELADA
515;ARMAZENS GERAIS EMPR UNIAO SA;ARMAZENS UNIAO;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;15109747000150;1977-07-20;;1991-03-08;ELISÃO POR INCORPORAÇÃO;CANCELADA
523;ARNO SA;ARNO;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61064978000101;1968-09-23;;2000-05-16;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
531;ARTEFATOS PAPEL NE SA ARTEPE;ARTEPE;OUTRAS ATIVIDADES INDUSTRIAIS;10976124000160;1970-12-30;;1986-11-05;ELISÃO POR LIQUIDAÇÃO;CANCELADA
19771;ARTERIS S.A.;ARTERIS;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;2919555000167;2005-07-06;1998-11-09;;;ATIVO
574;ARTHUR LANGE SA IND E COM;ARTHUR LANGE;TEXTIL E VESTUÁRIO;92189356000133;1977-07-20;1962-12-03;2011-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
582;ASBERIT SA;ASBERIT;OUTRAS ATIVIDADES INDUSTRIAIS;33319617000123;1981-02-24;;1986-03-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
590;ASO METAL SA;ASO METAL;METALURGIA E SIDERURGIA;4944815000180;1970-04-27;;1992-07-06;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
22918;ATIVOS BRASILEIROS S.A.;ATIVOS BRASILEIROS S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;13720918000157;2012-08-10;2010-06-30;2016-01-07;Cancelamento de ofício - IN CVM 480/09;CANCELADA
18252;ATL - ALGAR TELECOM LESTE S.A.;ATL;TELECOMUNICAÇÕES;2445817000107;1999-05-13;1998-03-26;2003-07-10;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
17990;ATLÂNTICA EMPREEND.IMOBILIÁRIOS S/A;ATLÃNTICA EMP.;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1431728000130;1998-12-03;1996-07-30;2002-12-09;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
22934;ATLETAS BRASILEIROS S/A;ATLETAS BRASILEIROS S/A;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;12610165000164;2012-09-03;2010-06-30;;;SUSPENSO(A) - DECISÃO ADM
604;ATMA SA;ATMA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;61510996000170;1970-08-19;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
20591;ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS SA;ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS SA;FARMACÊUTICOS E HIGIENE;886257000192;2007-04-03;1995-10-25;2009-04-20;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
15423;ATOM PARTICIPAÇÕES S.A - EM RECUPERAÇÃO JUDICIAL.;ATOM PARTICIPAÇÕES S.A - EM RECUPERAÇÃO JUDICIAL.;TELECOMUNICAÇÕES;359742000108;1996-02-28;;;;ATIVO
18562;AUFERVILLE TRUST SA;AUFERVILLE TRUST;SECURITIZAÇÃO DE RECEBÍVEIS;3453981000110;2000-01-26;1999-09-27;2008-03-18;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
14656;AUSTRAL INVESTIMENTOS SA;AUSTRAL;EMP. ADM. PARTICIPAÇÕES;160436000148;1994-12-02;1994-08-23;2003-01-13;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
14419;AUTEL SA TELECOMUNICAÇOES;AUTEL;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;47709365000153;1994-05-30;1976-05-20;2007-08-07;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
22381;AUTOMETAL S/A;AUTOMETAL S/A;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;59104513000195;2011-02-03;1967-02-27;2014-10-14;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
21989;AUTOPISTA FERNÃO DIAS SA;AUTOPISTA FERNÃO DIAS SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;9326342000170;2010-03-29;2007-12-19;;;ATIVO
22004;AUTOPISTA FLUMINENSE SA;AUTOPISTA FLUMINENSE SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;9324949000111;2010-03-29;2007-12-19;;;ATIVO
21997;AUTOPISTA LITORAL SUL;AUTOPISTA LITORAL SUL;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;9313969000197;2010-03-29;2007-12-19;;;ATIVO
21970;AUTOPISTA PLANALTO SUL SA;AUTOPISTA PLANALTO SUL SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;9325109000173;2010-03-29;2009-10-26;;;ATIVO
21962;AUTOPISTA REGIS BITTENCOURT SA;AUTOPISTA REGIS BITTENCOURT SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;9336431000106;2010-03-29;2007-12-19;;;ATIVO
20311;AUTOTRAC COMERCIO E TELECOMUNICAÇÕES;AUTOTRAC;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;40281347000174;2006-10-04;1994-01-01;2009-07-03;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
21822;AUTOVIAS S/A;AUTOVIAS S/A;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2679185000138;2009-11-27;1998-07-23;;;ATIVO
655;AUXILIAR LEASING SA ARR MERC;AUXILIAR LEASING;ARRENDAMENTO MERCANTIL;51996601000137;1981-11-26;;1991-01-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
11924;AUXILIAR SA PARTICIPACOES;AUXILIAR PART;EMP. ADM. PARTICIPAÇÕES;46047288000150;1984-06-20;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
23973;AVAL SECURITIZADORA DE CREDITOS S.A.;AVAL SECURITIZADORA DE CREDITOS S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;15011696000129;2016-08-08;2012-02-07;;;ATIVO
12483;AVARA SA;AVARA;EMP. ADM. PARTICIPAÇÕES;54649819000103;1971-10-19;;1989-10-11;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
11975;AZEVEDO & TRAVASSOS SA;AZEVEDO & TRAVASSOS;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;61351532000168;1984-08-20;1922-06-25;;;ATIVO
20990;B2W - COMPANHIA DIGITAL;B2W - COMPANHIA DIGITAL;COMÉRCIO (ATACADO E VAREJO);776574000156;2007-07-26;2006-12-13;;;ATIVO
680;BACRAFT SA INDUSTRIA DE PAPEL;BACRAFT;PAPEL E CELULOSE;15195464000178;1977-07-20;;2006-05-12;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
19607;BAESA-ENERGETICA BARRA GRANDE SA;BAESA;ENERGIA ELÉTRICA;4781143000139;2004-09-29;2001-09-27;2016-04-29;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
698;BAHEMA AGROPECUARIA SA;BAHEMA AGROPECUARIA;AGRICULTURA (AÇUCAR, ALCOOL E CANA);13605696000121;1977-07-20;;1991-08-30;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
18155;BAHEMA EQUIPAMENTOS SA;BAHEMA EQUIPAMENTOS SA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;96832365000151;1999-02-10;1993-08-17;2003-10-31;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
701;BAHEMA SA;BAHEMA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;45987245000192;1974-01-02;1960-11-19;;;ATIVO
710;BAHIA OTHON PALACE HOTEL SA;BAHIA OTHON PALACE;HOSPEDAGEM E TURISMO;15258023000178;1973-11-30;;1984-10-26;ELISÃO POR INCORPORAÇÃO;CANCELADA
16098;BAHIA TRUST DE RECEBIVEIS;BAHIA TRUST;SERVICOS DIVERSOS;1554970000100;1997-02-05;1993-11-24;1999-10-28;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
21571;BALADARE PARTICIPAÇÕES S/A;BALADARE PARTICIPAÇÕES S/A;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;9462852000175;2008-07-31;2007-12-29;2010-05-27;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
752;BAMERINDUS SA CRED IMOBILIARIO;BAMERINDUS IMOB;CRÉDITO IMOBILIÁRIO;76659101000130;1977-07-20;;1987-11-27;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
760;BAMERINDUS SA FINANC CRED INV;BAMERINDUS FCI;BANCOS;75170076000164;1977-07-20;;1989-05-09;ELISÃO POR INCORPORAÇÃO;CANCELADA
744;BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL;BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL;EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA;76543156000180;1977-07-20;1966-06-03;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
20958;BANCO ABC BRASIL S/A;ABC BRASIL;BANCOS;28195667000106;2007-07-23;1983-12-27;;;ATIVO
779;BANCO AGRIMISA SA;BCO AGRIMISA;BANCOS;24986770000113;1977-07-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
1384;BANCO ALFA DE INVESTIMENTO SA;ALFA DE INVESTIMENTO;BANCOS;60770336000165;1977-07-20;1966-06-13;;;ATIVO
15512;BANCO ALVORADA S.A.;BANCO BILBAO VIZCAYA ARGENTARIA BRASILSA;BANCOS;33870163000184;1996-05-02;1968-09-19;2003-10-28;INCORPORAÇÃO;CANCELADA
825;BANCO BAMERINDUS BRASIL SA;BCO BAMERINDUS DO BRASIL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;BANCOS;76543115000194;1977-07-20;1952-09-23;2006-07-18;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
833;BANCO BANDEIRANTES DE INVESTIMENTOS SA;BCO BANDEIRANTES INVESTIMENTOS;BANCOS;63090609000119;1977-07-20;1971-04-13;2001-10-31;INCORPORAÇÃO;CANCELADA
1066;BANCO BANEB SA;BANEB;BANCOS;15142490000138;1977-07-20;;2000-12-01;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
1180;BANCO BANESTADO SA;BANCO BANESTADO;BANCOS;76492172000191;1977-07-20;1928-03-27;2003-08-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1473;BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL;BCO BANORTE;BANCOS;10781532000167;1977-07-20;1942-05-05;2006-07-18;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
1007;BANCO BARCLAYS S/A;BCO BARCLAYS E GALICIA;BANCOS;61146577000109;1977-07-20;1929-01-01;2001-08-27;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
930;BANCO BBM S.A.;BCO BBM;BANCOS;15114366000169;1977-07-20;;1993-07-26;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
957;BANCO BCN S.A.;BANCO BCN S.A.;BANCOS;60898723000181;1977-07-20;;1998-07-28;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
1139;BANCO BEA SA;BANCO BEA;BANCOS;4562120000133;1977-07-20;1956-12-18;2003-01-30;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1074;BANCO BEG S.A.;BANCO BEG S.A.;BANCOS;1540541000175;1977-07-20;1951-11-14;2003-08-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1716;BANCO BMG SA;BANCO BMG;BANCOS;61186680000174;1977-07-20;;1994-03-14;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
850;BANCO BOAVISTA INTERATLÂNTICO S.A.;BANCO BOAVISTA INTERATLANTICO SA;BANCOS;33485541000106;1977-07-20;;1999-12-08;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
20869;BANCO BONSUCESSO S.A.;BANCO BONSUCESSO S/A;BANCOS;71027866000134;2007-07-09;1992-01-01;2008-10-16;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1163;BANCO BRADESCO BBI S.A.;--;BANCOS;6271464000119;1978-11-13;1930-02-03;2004-08-06;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1201;BANCO BRADESCO BERJ S.A.;BERJ;BANCOS;33147315000115;1977-07-20;1966-08-08;2012-06-11;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
906;BANCO BRADESCO S.A.;BANCO BRADESCO S.A.;BANCOS;60746948000112;1977-07-20;1943-03-02;;;ATIVO
22616;BANCO BTG PACTUAL S/A;BANCO UBS PACTUAL S/A;BANCOS;30306294000145;2011-11-10;1979-01-18;;;ATIVO
11380;BANCO CACIQUE SA;CACIQUE CFI;BANCOS;33349358000183;1977-07-20;;1988-12-27;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
1031;BANCO COMERCIAL BANCESA S.A.;BCO COMERCIAL BANCESA;BANCOS;7814999000151;1977-07-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
787;BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.;BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.;BANCOS;61230165000144;1977-07-20;;2000-08-24;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
949;BANCO CREDITO REAL DE MG SA;BANCO CREDITO REAL DE MG;BANCOS;21562962000104;1977-07-20;;1998-06-30;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
795;BANCO CREFISUL S.A.;CREFISUL;BANCOS;52940350000131;1977-07-20;;2006-05-09;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
922;BANCO DA AMAZÔNIA S.A.;BANCO DA AMAZONIA S.A.;INTERMEDIAÇÃO FINANCEIRA;4902979000144;1977-07-20;1942-07-09;;;ATIVO
20796;BANCO DAYCOVAL S.A.;DAYCOVAL;BANCOS;62232889000190;2007-06-27;1968-08-05;;;ATIVO
1090;BANCO DE PERNAMBUCO S.A. - BANDEPE;BANCO DE PERNAMBUCO S.A. - BANDEPE;BANCOS;10866788000177;1977-07-20;1938-08-20;2003-03-24;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
981;BANCO DESENV ESTADO BAHIA SA;DESENBANCO;BANCOS;15163587000127;1977-07-20;;1999-11-04;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
1023;BANCO DO BRASIL S.A.;BANCO DO BRASIL S.A.;BANCOS;191;1977-07-20;1905-12-30;;;ATIVO
12467;BANCO DO ESTADO DE MATO GROSSO S.A.;BCO ESTADO MATO GROSSO;BANCOS;3468907000178;1985-10-17;1951-07-31;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
1104;BANCO DO ESTADO DE SANTA CATARINA S/A - BESC;BESC S.A.;BANCOS;83876003000110;1977-07-20;1962-06-14;2008-09-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
1112;BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA;BANESPA;BANCOS;61411633000187;1977-07-20;1909-06-14;2006-08-31;ELISÃO POR INCORPORAÇÃO;CANCELADA
1120;BANCO DO ESTADO DE SERGIPE SA;BANESE;BANCOS;13009717000146;1977-07-20;1963-06-18;;;ATIVO
1171;BANCO DO ESTADO DO PARÁ S/A.;BANPARÁ S.A.;BANCOS;4913711000108;1977-07-20;1960-07-01;;;ATIVO
1198;BANCO DO ESTADO DO PIAUÍ S.A. - BEP;BEP;BANCOS;6833131000136;1978-06-22;1946-03-01;2008-11-28;ELISÃO POR INCORPORAÇÃO;CANCELADA
1210;BANCO DO ESTADO DO RIO GRANDE DO SUL SA;BANRISUL S/A;BANCOS;92702067000196;1977-07-20;1928-09-12;;;ATIVO
1228;BANCO DO NORDESTE DO BRASIL SA;BANCO DO NORDESTE;BANCOS;7237373000120;1977-07-20;1952-07-19;;;ATIVO
1236;BANCO DO PROGRESSO S.A.;BCO PROGRESSO;BANCOS;22531842000102;1977-07-20;;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
1244;BANCO ECONOMICO SA - EM LIQUIDAÇÃO EXTRAJUDICIAL;BCO ECONOMICO;BANCOS;15124464000187;1977-07-20;13/07/1834;;;ATIVO
1252;BANCO FENICIA SA;BANCO FENICIA;BANCOS;52940319000109;1977-07-20;;1995-11-06;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6092;BANCO FININVEST SA;FININVEST;BANCOS;33098518000169;1977-07-20;;1998-06-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
21377;BANCO INDUSTRIAL DO BRASIL;BANCO INDUSTRIAL DO BRASIL S/A;BANCOS;31895683000116;2008-03-07;1988-03-31;;;ATIVO
20885;BANCO INDUSVAL S.A.;BANCO INDUSVAL & PARTNERS;BANCOS;61024352000171;2007-07-10;1967-03-28;;;ATIVO
914;BANCO ITABANCO S/A;BANCO ITABANCO S/A;BANCOS;92723550000157;1977-07-20;;1996-03-08;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
1082;BANCO ITAU BBA  S.A.;BANCO ITAU BBA  S.A.;BANCOS;17298092000130;1977-07-20;1967-07-28;2003-08-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
3590;BANCO ITAULEASING S.A.;ITAULEASING;BANCOS;49925225000148;1981-05-29;1978-01-12;2007-11-07;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1325;BANCO MERCANTIL BRASIL SA;BANCO MERCANTIL DO BRASIL S/A;BANCOS;17184037000110;1977-07-20;1940-01-01;;;ATIVO
1309;BANCO MERCANTIL DE INVESTIMENTOS S.A.;BANCO MERCANTIL DE INVESTIMENTOS SA;BANCOS;34169557000172;1977-07-20;1971-03-26;;;ATIVO
1317;BANCO MERCANTIL DE SÃO PAULO SA;BANCO MERCANTIL DE SÃO PAULO S/A;BANCOS;61065421000195;1977-07-20;1938-11-26;2003-09-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
1350;BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;NACIONAL BANCO;BANCOS;17157777000167;1977-07-20;1944-02-03;;;ATIVO
19828;BANCO NOSSA CAIXA S/A;BANCO NOSSA CAIXA S/A;BANCOS;43073394000110;2005-10-14;1917-01-01;2009-11-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
21199;BANCO PAN SA;BANCO PAN SA;BANCOS;59285411000113;2007-11-12;1991-01-01;;;ATIVO
20567;BANCO PINE S/A;BANCO PINE S/A;BANCOS;62144175000120;2007-03-27;1997-05-01;;;ATIVO
21466;BANCO RCI BRASIL S.A.;CIA DE ARREND MERCANTIL RCI BRASIL;BANCOS;62307848000115;2008-04-29;1968-09-12;;;ATIVO
1392;BANCO REAL SA;BCO REAL;BANCOS;17156514000133;1977-07-20;;2000-04-28;ELISÃO POR INCORPORAÇÃO;CANCELADA
1406;BANCO SAFRA S/A;BANCO SAFRA;BANCOS;58160789000128;1977-07-20;;1990-12-27;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
20532;BANCO SANTANDER (BRASIL) S.A.;BANCO SANTANDER (BRASIL) S.A.;BANCOS;90400888000142;2007-03-02;1985-08-09;;;ATIVO
1368;BANCO SANTANDER NOROESTE SA;BCO SANTANDER NOROESTE;BANCOS;60700556000112;1977-07-20;;1999-06-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
868;BANCO SANTANDER S.A.;BANCO SANTANDER S.A.;;33517640000122;1977-07-20;;1992-12-16;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
20680;BANCO SOFISA SA;BANCO SOFISA;BANCOS;60889128000180;2007-04-26;1961-02-17;;;ATIVO
1422;BANCO SUDAMERIS BRASIL SA;BANCO SUDAMERIS BRASIL SA;BANCOS;60942638000173;1977-07-20;1949-01-01;2007-05-25;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1015;BANCO ÚNICO S.A.;BANCO BNL DO BRASIL S.A.;BANCOS;86413000130;1977-07-20;;1990-08-09;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
7994;BANCOCIDADE LEASING ARR MERC SA;BANCOCIDADE LEASING;ARRENDAMENTO MERCANTIL;63081004000161;1983-08-08;1970-11-03;2003-11-18;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
16985;BANDEIRANTE ENERGIA S/A;BANDEIRANTE;ENERGIA ELÉTRICA;2302100000106;1998-03-27;1997-12-11;;;ATIVO
15628;BANEB LEASING SA ARREND MERC;BANEB LEASING;ARRENDAMENTO MERCANTIL;1210645000111;1996-06-25;;2000-06-20;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
12017;BANESTADO LEASING SA ARR MERC;BANESTADO LEASING;ARRENDAMENTO MERCANTIL;62527346000108;1984-10-29;;2001-02-22;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
1457;BANESTADO SA CRED FIN E INV;BANESTADO CFI;BANCOS;76550748000120;1977-07-20;;1989-09-12;ELISÃO POR INCORPORAÇÃO;CANCELADA
15245;BANESTES LEASING SA ARR MERC;BANESTES LEASING;ARRENDAMENTO MERCANTIL;39813605000137;1995-12-15;1993-10-15;2005-03-01;ELISÃO POR INCORPORAÇÃO;CANCELADA
1155;BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO;BANESTES S/A;BANCOS;28127603000178;1977-07-20;1936-06-17;;;ATIVO
8176;BANEX S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;BANEX;INTERMEDIAÇÃO FINANCEIRA;33550104000129;1977-07-20;1965-10-25;2007-11-14;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1376;BANFORT-BANCO FORTALEZA S.A.;BANFORT;BANCOS;7216674000177;1977-07-20;1966-09-13;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
8990;BANKAMERICA COMERCIAL E PARTICIPAÇÕES S. A.;BANK OF AMERICA - BRASIL S/A ( BANCO MULTIPLO );;92791813000165;1977-07-20;;1989-12-14;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
16500;BANKBOSTON COMPANHIA HIPOTECÁRIA;BANKBOSTON COMPANHIA HIPOTECÁRIA;BANCOS;1377222000190;1997-10-07;1995-12-01;2004-01-26;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
1465;BANORTE BANCO INVEST SA;BCO BANORTE INV;BANCOS;11558657000195;1972-01-27;;1990-08-09;ELISÃO POR INCORPORAÇÃO;CANCELADA
1481;BANORTE CRED FIN E INVEST SA;BANORTE CFI;BANCOS;10781524000110;1977-07-20;;1990-08-09;ELISÃO POR INCORPORAÇÃO;CANCELADA
1490;BANORTE CRED IMOBILIARIO SA;BANORTE CRED IMOB;CRÉDITO IMOBILIÁRIO;10925675000103;1977-07-20;;1990-08-09;ELISÃO POR INCORPORAÇÃO;CANCELADA
14001;BANORTE LEASING ARRENDAMENTO MERCANTIL SA EM LIQUIDAÇÃO EXTRAJUDICIAL;BANORTE LEASING;ARRENDAMENTO MERCANTIL;34260158000112;1992-05-12;1974-10-17;2006-07-18;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
15822;BANRISUL ARMAZENS GERAIS SA;BAGERGS;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;92721232000157;1996-10-18;1953-11-12;;;ATIVO
15130;BANRISUL S.A.  ADMINISTRADORA DE CONSÓRCIOS;BANRISUL S.A. ADMINISTRADORA DE CONSORCIOS;BANCOS;92692979000124;1995-11-29;2005-09-10;2010-12-17;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
1503;BANYLSA TECELAGEM DO BRASIL SA;BANYLSA;TEXTIL E VESTUÁRIO;61578159000182;1980-10-01;;1993-06-17;ELISÃO POR INCORPORAÇÃO;CANCELADA
12033;BAPTISTA DA SILVA PARTICIPAÇÕES E PROJETOS SA;BAPTISTA DA SILVA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;10809341000166;1984-10-30;1965-12-21;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
1511;BARBER GREENE BRASIL INDUSTRIA E COMERCIO SA;BARBER GREENE;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;49033814000111;1971-11-26;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
1520;BARDELLA SA INDS MECANICAS;BARDELLA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;60851615000153;1969-11-26;1911-02-11;;;ATIVO
21920;BARIGUI SECURITIZADORA SA;BARIGUI SECURITIZADORA SA;SECURITIZAÇÃO DE RECEBÍVEIS;10608405000160;2009-12-29;2008-10-28;;;ATIVO
11894;BARRETTO ARAUJO PROD CACAU SA;BARRETO DE ARAUJO;ALIMENTOS;15125339000191;1984-05-16;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
